kind,name,qualified_name,module,section,start_line,end_line,span,proof_start,proof_end,proof_span,proof_body_nonblank,terminal,internal_callees,internal_callers,external_use_count,external_locations,reachable_from_external_entry,responsibility,theoretical_complexity,readability_issue,priority,rewrite_risk,api_constraint
"Lemma","outer_to_tiling_poly_instance_list_semantics_iff","TilingValidator.outer_to_tiling_poly_instance_list_semantics_iff","TilingValidator","whole-program semantics bridge","740","815","76","745","815","71","69","Qed","outer_to_tiling_flatten_instrs_iff;outer_to_tiling_instr_point_list_semantics_iff;outer_to_tiling_instr_point_sched_le_iff;outer_to_tiling_ipl_tiling_to_outer;outer_to_tiling_pprog;tiling_to_outer_instr_point_sched_le_iff;tiling_to_outer_ipl","outer_to_tiling_instance_list_semantics_iff","0","","yes","Transport poly-instance and top-level instance-list semantics between the two PolyLang module instances.","medium structural","71 proof lines; two symmetric constructor reconstructions and two inline inductions for Sorted instr_point_sched_le.","P0","medium","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_instance_list_semantics_iff","TilingValidator.outer_to_tiling_instance_list_semantics_iff","TilingValidator","whole-program semantics bridge","817","859","43","821","859","39","37","Qed","outer_to_tiling_pinstr;outer_to_tiling_poly_instance_list_semantics_iff;outer_to_tiling_pprog","checked_tiling_validate_outer_correct","4","./src/TilingBandDirectRuntime.v:545;./src/TilingBandDirectRuntime.v:550;./src/TilingCanonicalScheduleValidator.v:256;./src/TilingCanonicalScheduleValidator.v:267","yes","Transport poly-instance and top-level instance-list semantics between the two PolyLang module instances.","medium structural","39 proof lines of symmetric top-level constructor plumbing; should become a thin wrapper over the poly-instance bridge.","P0","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_pprog_outer_to_tiling","TilingValidator.tiling_to_outer_pprog_outer_to_tiling","TilingValidator","whole-program semantics bridge","861","880","20","864","880","17","15","Qed","outer_to_tiling_pinstr;outer_to_tiling_pprog;tiling_to_outer_pinstr;tiling_to_outer_pprog","checked_tiling_validate_outer_implies_wf_after","0","","yes","Transport poly-instance and top-level instance-list semantics between the two PolyLang module instances.","medium structural","Program-level inverse is proved by a fresh list induction; derive it from pointwise PolyInstr inverse and a generic map identity.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","build_canonical_tiled_after_pinstr","TilingValidator.build_canonical_tiled_after_pinstr","TilingValidator","canonical tiled import","882","905","24","","","0","0","definition","","build_canonical_tiled_after","0","","yes","Build the witness-shaped tiled program skeleton and import Pluto after-schedule data over it.","low definition","No material proof readability issue; aliases exist for outer API naming.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","build_canonical_tiled_after","TilingValidator.build_canonical_tiled_after","TilingValidator","canonical tiled import","907","917","11","","","0","0","definition","build_canonical_tiled_after_pinstr","import_canonical_tiled_after","0","","yes","Build the witness-shaped tiled program skeleton and import Pluto after-schedule data over it.","low definition","No material proof readability issue; aliases exist for outer API naming.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","import_canonical_tiled_after","TilingValidator.import_canonical_tiled_after","TilingValidator","canonical tiled import","919","925","7","","","0","0","definition","build_canonical_tiled_after","import_canonical_tiled_after_outer","0","","yes","Build the witness-shaped tiled program skeleton and import Pluto after-schedule data over it.","low definition","No material proof readability issue; aliases exist for outer API naming.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","import_canonical_tiled_after_outer","TilingValidator.import_canonical_tiled_after_outer","TilingValidator","canonical tiled import","927","934","8","","","0","0","definition","import_canonical_tiled_after;outer_to_tiling_pprog;tiling_to_outer_pprog","import_canonical_tiled_after_poly","2","./src/Validator.v:102;./src/Validator.v:104","yes","Build the witness-shaped tiled program skeleton and import Pluto after-schedule data over it.","low definition","No material proof readability issue; aliases exist for outer API naming.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","import_canonical_tiled_after_poly","TilingValidator.import_canonical_tiled_after_poly","TilingValidator","canonical tiled import","939","939","1","","","0","0","definition","import_canonical_tiled_after_outer","","0","","no","Build the witness-shaped tiled program skeleton and import Pluto after-schedule data over it.","low definition","No material proof readability issue; aliases exist for outer API naming.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_validate_correct","TilingValidator.tiling_validate_correct","TilingValidator","tiling validation semantic core","941","1001","61","977","1001","25","23","Qed","","tiling_checked_validate_correct","0","","yes","Compose structural tiling-checker facts, affine validation of retiled-old versus after, and the retiled-old-to-before semantic theorem.","high theory, short composition","Core theorem is clear; checked wrapper unnecessarily unfolds/rebuilds the program relation and ignores an existing program-level length lemma.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_checked_validate_correct","TilingValidator.tiling_checked_validate_correct","TilingValidator","tiling validation semantic core","1003","1056","54","1019","1056","38","36","Qed","tiling_validate_correct","checked_tiling_validate_correct","0","","yes","Compose structural tiling-checker facts, affine validation of retiled-old versus after, and the retiled-old-to-before semantic theorem.","high theory, short composition","36 proof-body lines; preserves no copy of Hprog, drops to the list relation for lengths, then manually reconstructs Hprog_full despite tiling_rel_pprog_structure_source_lengths already existing.","P0","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","checked_tiling_validate","TilingValidator.checked_tiling_validate","TilingValidator","checked validation API","1058","1069","12","","","0","0","definition","","checked_tiling_prepared_codegen;checked_tiling_validate_correct;checked_tiling_validate_implies_wf_after;checked_tiling_validate_outer","1","./src/Validator.v:98","yes","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","checked_tiling_validate_outer","TilingValidator.checked_tiling_validate_outer","TilingValidator","checked validation API","1071","1077","7","","","0","0","definition","checked_tiling_validate;outer_to_tiling_pprog","checked_tiling_validate_outer_correct;checked_tiling_validate_outer_implies_wf_after;checked_tiling_validate_poly","2","./src/Validator.v:99;./src/Validator.v:100","yes","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","checked_tiling_validate_poly","TilingValidator.checked_tiling_validate_poly","TilingValidator","checked validation API","1080","1080","1","","","0","0","definition","checked_tiling_validate_outer","checked_tiling_validate_poly_correct;checked_tiling_validate_poly_implies_wf_after","0","","no","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_validate_correct","TilingValidator.checked_tiling_validate_correct","TilingValidator","checked validation API","1082","1095","14","1089","1095","7","5","Qed","checked_tiling_validate;tiling_checked_validate_correct","checked_tiling_prepared_codegen_correct;checked_tiling_validate_outer_correct","1","./src/Validator.v:108","yes","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_validate_outer_correct","TilingValidator.checked_tiling_validate_outer_correct","TilingValidator","checked validation API","1097","1122","26","1104","1122","19","17","Qed","checked_tiling_validate_correct;checked_tiling_validate_outer;outer_to_tiling_instance_list_semantics_iff;outer_to_tiling_pprog","checked_tiling_validate_poly_correct","2","./src/Validator.v:110;./src/Validator.v:112","yes","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_validate_poly_correct","TilingValidator.checked_tiling_validate_poly_correct","TilingValidator","checked validation API","1124","1133","10","1131","1133","3","1","Qed","checked_tiling_validate_outer_correct;checked_tiling_validate_poly","","0","","no","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_validate_implies_wf_after","TilingValidator.checked_tiling_validate_implies_wf_after","TilingValidator","checked validation API","1135","1163","29","1139","1163","25","23","Qed","checked_tiling_validate","checked_tiling_prepared_codegen_correct;checked_tiling_validate_outer_implies_wf_after","1","./src/Validator.v:114","yes","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_validate_outer_implies_wf_after","TilingValidator.checked_tiling_validate_outer_implies_wf_after","TilingValidator","checked validation API","1165","1184","20","1169","1184","16","14","Qed","checked_tiling_validate_implies_wf_after;checked_tiling_validate_outer;outer_to_tiling_pprog;tiling_to_outer_pprog_outer_to_tiling;tiling_to_outer_wf_pprog_general","checked_tiling_validate_poly_implies_wf_after","2","./src/Validator.v:116;./src/Validator.v:118","yes","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_validate_poly_implies_wf_after","TilingValidator.checked_tiling_validate_poly_implies_wf_after","TilingValidator","checked validation API","1186","1192","7","1190","1192","3","1","Qed","checked_tiling_validate_outer_implies_wf_after;checked_tiling_validate_poly","","0","","no","Expose executable internal/outer validators and correctness/well-formedness wrappers.","low composition","Mostly concise; wf-after proof is coupled to validate_general bind/andb implementation details.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","checked_tiling_prepared_codegen","TilingValidator.checked_tiling_prepared_codegen","TilingValidator","checked codegen endpoint","1194","1201","8","","","0","0","definition","checked_tiling_validate","checked_tiling_prepared_codegen_correct","1","./src/Validator.v:106","yes","Compose checked tiling validation, prepared code generation, and source semantic refinement.","medium composition","Readable endpoint composition; no local refactor needed before bridge cleanup.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","checked_tiling_prepared_codegen_correct","TilingValidator.checked_tiling_prepared_codegen_correct","TilingValidator","checked codegen endpoint","1203","1231","29","1213","1231","19","17","Qed","checked_tiling_prepared_codegen;checked_tiling_validate_correct;checked_tiling_validate_implies_wf_after","","1","./src/Validator.v:120","yes","Compose checked tiling validation, prepared code generation, and source semantic refinement.","medium composition","Readable endpoint composition; no local refactor needed before bridge cleanup.","keep","low","Preserve exported name and type; use private helpers or forwarding wrapper."
