kind,visibility,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,declaration_span_lines,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,config_root,reachable_from_config_root,layer,responsibility,hidden_structure,recommended_refactor,priority,refactor_risk,api_constraint
Lemma,Public,identity_tiling_opt_prepared_from_poly_with_iss_poly_wf,ParallelPolOptCorrect.identity_tiling_opt_prepared_from_poly_with_iss_poly_wf,ParallelPolOptCorrect,,,1014,1027,15,1019,1027,Qed,9,7,2,identity_tiling_opt_prepared_from_poly_no_iss_poly_wf;iss_only_prepared_from_poly_wf_affine,3,parallel_current_identity_tiled_prepared_from_poly_with_iss_correct;parallel_current_many_identity_tiled_prepared_from_poly_with_iss_correct;vector_current_identity_tiled_prepared_from_poly_with_iss_correct,0,,no,yes,no,yes,Polyhedral preprocessing,"Driver orchestration of ISS, affine validation, tiling validation, fallback, and well-formedness",low,Own orchestration here; keep transformation theory in ISS/affine/tiling modules. Pair semantic and wf proofs through a private route-spec helper.,P1,medium,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,iss_affine_prepared_from_poly_correct,ParallelPolOptCorrect.iss_affine_prepared_from_poly_correct,ParallelPolOptCorrect,,,1029,1054,27,1036,1054,Qed,19,17,2,iss_only_prepared_from_poly_correct;iss_only_prepared_from_poly_wf_affine,3,parallel_current_affine_prepared_from_poly_with_iss_correct;parallel_current_many_affine_prepared_from_poly_with_iss_correct;vector_current_affine_prepared_from_poly_with_iss_correct,0,,no,yes,no,yes,Polyhedral preprocessing,"Driver orchestration of ISS, affine validation, tiling validation, fallback, and well-formedness",low,Own orchestration here; keep transformation theory in ISS/affine/tiling modules. Pair semantic and wf proofs through a private route-spec helper.,P1,medium,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,iss_affine_prepared_from_poly_wf_affine,ParallelPolOptCorrect.iss_affine_prepared_from_poly_wf_affine,ParallelPolOptCorrect,,,1056,1069,23,1061,1069,Qed,9,7,1,iss_only_prepared_from_poly_wf_affine,3,parallel_current_affine_prepared_from_poly_with_iss_correct;parallel_current_many_affine_prepared_from_poly_with_iss_correct;vector_current_affine_prepared_from_poly_with_iss_correct,0,,no,yes,no,yes,Polyhedral preprocessing,"Driver orchestration of ISS, affine validation, tiling validation, fallback, and well-formedness",low,Own orchestration here; keep transformation theory in ISS/affine/tiling modules. Pair semantic and wf proofs through a private route-spec helper.,P1,medium,Exported and transitively used by a config entry; preserve name and type.
Ltac,Local,finish_checked_annotation_after_preparation,ParallelPolOptCorrect.finish_checked_annotation_after_preparation,ParallelPolOptCorrect,,,1079,1113,35,,,,0,0,0,,18,parallel_current_diamond_prepared_from_poly_correct;parallel_current_diamond_prepared_from_poly_with_iss_correct;parallel_current_identity_tiled_prepared_from_poly_correct;parallel_current_identity_tiled_prepared_from_poly_with_iss_correct;parallel_current_many_diamond_prepared_from_poly_correct;parallel_current_many_diamond_prepared_from_poly_with_iss_correct;parallel_current_many_identity_tiled_prepared_from_poly_correct;parallel_current_many_identity_tiled_prepared_from_poly_with_iss_correct;parallel_current_many_prepared_from_poly_correct;parallel_current_many_prepared_from_poly_with_iss_correct;parallel_current_prepared_from_poly_correct;parallel_current_prepared_from_poly_with_iss_correct;vector_current_diamond_prepared_from_poly_correct;vector_current_diamond_prepared_from_poly_with_iss_correct;vector_current_identity_tiled_prepared_from_poly_correct;vector_current_identity_tiled_prepared_from_poly_with_iss_correct;vector_current_prepared_from_poly_correct;vector_current_prepared_from_poly_with_iss_correct,0,,no,yes,no,yes,Prepared-route proof macro,"Goal-shape procedural composition of preparation, annotation, codegen, and State.eq",high: lazymatch goal hides proof structure at all callers,Replace with one or two Local Lemmas whose signatures expose the semantic composition; preserve every public route theorem.,P0,low,Local proof implementation; may be replaced without changing the exported module signature.
Ltac,Local,finish_checked_affine_annotation,ParallelPolOptCorrect.finish_checked_affine_annotation,ParallelPolOptCorrect,,,1114,1150,37,,,,0,0,0,,3,parallel_current_affine_prepared_from_poly_correct;parallel_current_many_affine_prepared_from_poly_correct;vector_current_affine_prepared_from_poly_correct,0,,no,yes,no,yes,Prepared-route proof macro,"Goal-shape procedural composition of preparation, annotation, codegen, and State.eq",high: lazymatch goal hides proof structure at all callers,Replace with one or two Local Lemmas whose signatures expose the semantic composition; preserve every public route theorem.,P0,low,Local proof implementation; may be replaced without changing the exported module signature.
Ltac,Local,finish_checked_iss_annotation,ParallelPolOptCorrect.finish_checked_iss_annotation,ParallelPolOptCorrect,,,1151,1190,40,,,,0,0,0,,6,parallel_current_affine_prepared_from_poly_with_iss_correct;parallel_current_identity_prepared_from_poly_with_iss_correct;parallel_current_many_affine_prepared_from_poly_with_iss_correct;parallel_current_many_identity_prepared_from_poly_with_iss_correct;vector_current_affine_prepared_from_poly_with_iss_correct;vector_current_identity_prepared_from_poly_with_iss_correct,0,,no,yes,no,yes,Prepared-route proof macro,"Goal-shape procedural composition of preparation, annotation, codegen, and State.eq",high: lazymatch goal hides proof structure at all callers,Replace with one or two Local Lemmas whose signatures expose the semantic composition; preserve every public route theorem.,P0,low,Local proof implementation; may be replaced without changing the exported module signature.
Lemma,Public,parallel_current_identity_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_identity_prepared_from_poly_correct,ParallelPolOptCorrect,,,1191,1203,14,1198,1203,Qed,6,4,1,checked_parallel_current_annotated_codegen_at_correct,1,Opt_parallel_current_identity_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_affine_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_affine_prepared_from_poly_correct,ParallelPolOptCorrect,,,1205,1217,14,1212,1217,Qed,6,4,2,checked_parallel_current_annotated_codegen_at_correct;finish_checked_affine_annotation,1,Opt_parallel_current_affine_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_prepared_from_poly_correct,ParallelPolOptCorrect,,,1219,1233,16,1226,1233,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;phase_pipeline_opt_prepared_from_poly_no_iss_poly_correct;phase_pipeline_opt_prepared_from_poly_no_iss_poly_wf,1,Opt_parallel_current_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_identity_tiled_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_identity_tiled_prepared_from_poly_correct,ParallelPolOptCorrect,,,1235,1249,16,1242,1249,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;identity_tiling_opt_prepared_from_poly_no_iss_poly_correct;identity_tiling_opt_prepared_from_poly_no_iss_poly_wf,1,Opt_parallel_current_identity_tiled_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_identity_tiled_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_identity_tiled_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1251,1267,18,1260,1267,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;identity_tiling_opt_prepared_from_poly_with_iss_poly_correct;identity_tiling_opt_prepared_from_poly_with_iss_poly_wf,1,Opt_parallel_current_identity_tiled_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_diamond_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_diamond_prepared_from_poly_correct,ParallelPolOptCorrect,,,1269,1283,16,1276,1283,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;diamond_phase_pipeline_opt_prepared_from_poly_no_iss_poly_correct;diamond_phase_pipeline_opt_prepared_from_poly_no_iss_poly_wf;finish_checked_annotation_after_preparation,1,Opt_parallel_current_diamond_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_diamond_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_diamond_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1285,1301,18,1294,1301,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;diamond_phase_pipeline_opt_prepared_from_poly_with_iss_poly_correct;diamond_phase_pipeline_opt_prepared_from_poly_with_iss_poly_wf;finish_checked_annotation_after_preparation,1,Opt_parallel_current_diamond_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_identity_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_identity_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1303,1317,16,1310,1317,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;finish_checked_iss_annotation;iss_only_prepared_from_poly_correct;iss_only_prepared_from_poly_wf_affine,1,Opt_parallel_current_identity_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_affine_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_affine_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1319,1333,16,1326,1333,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;finish_checked_iss_annotation;iss_affine_prepared_from_poly_correct;iss_affine_prepared_from_poly_wf_affine,1,Opt_parallel_current_affine_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1335,1349,16,1342,1349,Qed,8,6,4,checked_parallel_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;phase_pipeline_opt_prepared_from_poly_with_iss_poly_correct;phase_pipeline_opt_prepared_from_poly_with_iss_poly_wf,1,Opt_parallel_current_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_identity_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_many_identity_prepared_from_poly_correct,ParallelPolOptCorrect,,,1351,1363,14,1358,1363,Qed,6,4,1,checked_parallel_current_many_annotated_codegen_at_correct,1,Opt_parallel_current_many_identity_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_affine_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_many_affine_prepared_from_poly_correct,ParallelPolOptCorrect,,,1365,1377,14,1372,1377,Qed,6,4,2,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_affine_annotation,1,Opt_parallel_current_many_affine_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_many_prepared_from_poly_correct,ParallelPolOptCorrect,,,1379,1393,16,1386,1393,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;phase_pipeline_opt_prepared_from_poly_no_iss_poly_correct;phase_pipeline_opt_prepared_from_poly_no_iss_poly_wf,1,Opt_parallel_current_many_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_identity_tiled_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_many_identity_tiled_prepared_from_poly_correct,ParallelPolOptCorrect,,,1395,1409,16,1402,1409,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;identity_tiling_opt_prepared_from_poly_no_iss_poly_correct;identity_tiling_opt_prepared_from_poly_no_iss_poly_wf,1,Opt_parallel_current_many_identity_tiled_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_identity_tiled_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_many_identity_tiled_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1411,1429,20,1421,1429,Qed,9,7,4,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;identity_tiling_opt_prepared_from_poly_with_iss_poly_correct;identity_tiling_opt_prepared_from_poly_with_iss_poly_wf,1,Opt_parallel_current_many_identity_tiled_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_diamond_prepared_from_poly_correct,ParallelPolOptCorrect.parallel_current_many_diamond_prepared_from_poly_correct,ParallelPolOptCorrect,,,1431,1445,16,1438,1445,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;diamond_phase_pipeline_opt_prepared_from_poly_no_iss_poly_correct;diamond_phase_pipeline_opt_prepared_from_poly_no_iss_poly_wf;finish_checked_annotation_after_preparation,1,Opt_parallel_current_many_diamond_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_diamond_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_many_diamond_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1447,1463,18,1456,1463,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;diamond_phase_pipeline_opt_prepared_from_poly_with_iss_poly_correct;diamond_phase_pipeline_opt_prepared_from_poly_with_iss_poly_wf;finish_checked_annotation_after_preparation,1,Opt_parallel_current_many_diamond_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_identity_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_many_identity_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1465,1479,16,1472,1479,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_iss_annotation;iss_only_prepared_from_poly_correct;iss_only_prepared_from_poly_wf_affine,1,Opt_parallel_current_many_identity_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_affine_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_many_affine_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1481,1495,16,1488,1495,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_iss_annotation;iss_affine_prepared_from_poly_correct;iss_affine_prepared_from_poly_wf_affine,1,Opt_parallel_current_many_affine_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,parallel_current_many_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.parallel_current_many_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,1497,1511,21,1504,1511,Qed,8,6,4,checked_parallel_current_many_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;phase_pipeline_opt_prepared_from_poly_with_iss_poly_correct;phase_pipeline_opt_prepared_from_poly_with_iss_poly_wf,1,Opt_parallel_current_many_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Ltac,Local,finish_extracted_result,ParallelPolOptCorrect.finish_extracted_result,ParallelPolOptCorrect,,,1518,1563,46,,,,0,0,0,,20,Opt_parallel_current_affine_result_correct;Opt_parallel_current_affine_with_iss_result_correct;Opt_parallel_current_diamond_result_correct;Opt_parallel_current_diamond_with_iss_result_correct;Opt_parallel_current_identity_result_correct;Opt_parallel_current_identity_tiled_result_correct;Opt_parallel_current_identity_tiled_with_iss_result_correct;Opt_parallel_current_identity_with_iss_result_correct;Opt_parallel_current_many_affine_result_correct;Opt_parallel_current_many_affine_with_iss_result_correct;Opt_parallel_current_many_diamond_result_correct;Opt_parallel_current_many_diamond_with_iss_result_correct;Opt_parallel_current_many_identity_result_correct;Opt_parallel_current_many_identity_tiled_result_correct;Opt_parallel_current_many_identity_tiled_with_iss_result_correct;Opt_parallel_current_many_identity_with_iss_result_correct;Opt_parallel_current_many_result_correct;Opt_parallel_current_many_with_iss_result_correct;Opt_parallel_current_result_correct;Opt_parallel_current_with_iss_result_correct,0,,no,yes,no,yes,Extraction proof macro,"Goal-shape procedural composition of extraction, strengthening, prepared route correctness, and State.eq",high: lazymatch goal hides proof structure at all callers,Replace with a polymorphic Local Lemma shared by parallel and vector result routes; keep the later public vector helper as a wrapper.,P0,low,Local proof implementation; may be replaced without changing the exported module signature.
Theorem,Public,Opt_parallel_current_identity_result_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_result_correct,ParallelPolOptCorrect,,,1564,1574,12,1570,1574,Qed,5,3,2,finish_extracted_result;parallel_current_identity_prepared_from_poly_correct,1,Opt_parallel_current_identity_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_tiled_result_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_tiled_result_correct,ParallelPolOptCorrect,,,1576,1586,12,1582,1586,Qed,5,3,2,finish_extracted_result;parallel_current_identity_tiled_prepared_from_poly_correct,1,Opt_parallel_current_identity_tiled_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_tiled_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_tiled_with_iss_result_correct,ParallelPolOptCorrect,,,1588,1600,14,1596,1600,Qed,5,3,2,finish_extracted_result;parallel_current_identity_tiled_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_identity_tiled_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_affine_result_correct,ParallelPolOptCorrect.Opt_parallel_current_affine_result_correct,ParallelPolOptCorrect,,,1602,1612,12,1608,1612,Qed,5,3,2,finish_extracted_result;parallel_current_affine_prepared_from_poly_correct,1,Opt_parallel_current_affine_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_result_correct,ParallelPolOptCorrect.Opt_parallel_current_result_correct,ParallelPolOptCorrect,,,1614,1624,12,1620,1624,Qed,5,3,2,finish_extracted_result;parallel_current_prepared_from_poly_correct,1,Opt_parallel_current_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_diamond_result_correct,ParallelPolOptCorrect.Opt_parallel_current_diamond_result_correct,ParallelPolOptCorrect,,,1626,1636,12,1632,1636,Qed,5,3,2,finish_extracted_result;parallel_current_diamond_prepared_from_poly_correct,1,Opt_parallel_current_diamond_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_diamond_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_diamond_with_iss_result_correct,ParallelPolOptCorrect,,,1638,1650,14,1646,1650,Qed,5,3,2,finish_extracted_result;parallel_current_diamond_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_diamond_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_with_iss_result_correct,ParallelPolOptCorrect,,,1652,1662,12,1658,1662,Qed,5,3,2,finish_extracted_result;parallel_current_identity_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_identity_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_affine_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_affine_with_iss_result_correct,ParallelPolOptCorrect,,,1664,1674,12,1670,1674,Qed,5,3,2,finish_extracted_result;parallel_current_affine_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_affine_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_with_iss_result_correct,ParallelPolOptCorrect,,,1676,1686,12,1682,1686,Qed,5,3,2,finish_extracted_result;parallel_current_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_result_correct,ParallelPolOptCorrect,,,1688,1698,12,1694,1698,Qed,5,3,2,finish_extracted_result;parallel_current_many_identity_prepared_from_poly_correct,1,Opt_parallel_current_many_identity_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
